0=Unknown, 1=Fire Extinguisher, 2=Pistol, 3=Fist, 4=Crowbar, 5=Knife, 6=Rifle, 7=Throw Small, 8=Throw Big 40=Stun, 41=Flames, 42= Armour Piercing, 43=Blunt, 44=Sharp, 45=Piercing, 46=Acid; 47=Psy
			-2.00000;//parameter2
			8.000000;//parameter3
			1.000000;//parameter4
		4;//effect number------------------------------Damage NPCs[1]
			-1.000000;//parameter1
			0.00000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter4
		63;//effect number------------------------------Damage NPCs[1-2]
			-1.000000;//parameter1
			-2.00000;//parameter2
			0.000000;//parameter3
			1.000000;//parameter4
		1;//effect number-----------------------Slow Down Creature
			1000.000000;//parameter1
			-1.000000;//parameter2
			0.900000;//parameter3
			0.000000;//parameter4
	end_hit_effects;
Controller Psi Blast;//name---------------------------------------
  66;//identifier
  47;//class
  bullet0.png;//bullet texture
 20;//bullets at one shot
  0;//stop at hit 0=stop where hit, 1=don't stop
  0.000000;//bullet size
  6.283185;//spread
  1.000000;//bullet speed
  55.000000;//time until bullet disappears
  100;//fire rate
  0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
  2;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
  35;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
  static.wav;//hit effect sound
  -0.100000;//push target back
  0.000000;//push shooter back
  none;//fire sound
  none;//hit sound
  0.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
  begin_wield_conditions;
  end_wield_conditions;
  begin_fire_effects;
  end_fire_effects;
  begin_hit_effects;
      53;//effect number------------------------------Damage NPCs[5]
      -1.00000;//parameter1
      -1.00000;//parameter2
      0.000000;//parameter3
      5000.000000;//parameter4
      53;//effect number------------------------------Damage Psy[5]
      5.000000;//parameter1
      66.00000;//parameter2
      47.000000;//parameter3
      1000.000000;//parameter4
    63;//effect number-----------------------Add Knock-Out Effect [5-15]
      5.000000;//parameter1
      15.00000;//parameter2
      32.000000;//parameter3
      1.000000;//parameter4
    63;//effect number------------------------------Damage Conciousness[3-7]
      3.000000;//parameter1
      7.00000;//parameter2
      20.000000;//parameter3
      1.000000;//parameter4
    63;//effect number------------------------------Damage Critical[1-9]
      -1.000000;//parameter1
      -9.00000;//parameter2
      11.000000;//parameter3
      1.000000;//parameter4
      27;//effect number-----------------------Drop Particles
      28.000000;//parameter1
      500.000000;//parameter2
      0.200000;//parameter3
      0.100000;//parameter4
  end_hit_effects;
Psi Creature Blast;//name---------------------------------------
	67;//identifier
	47;//class
	bullet0.png;//bullet texture
		1;//bullets at one shot
		0;//stop at hit 0=stop where hit, 1=don't stop
		0.000000;//bullet size
		6.283185;//spread
		1.000000;//bullet speed
		25.000000;//time until bullet disappears
		100;//fire rate
	0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
		2;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
		35;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
	static.wav;//hit effect sound
		0.000000;//push target back
		0.000000;//push shooter back
		none;//fire sound
		none;//hit sound
		0.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
	begin_wield_conditions;
	end_wield_conditions;
	begin_fire_effects;
		31;//effect number------------------------------Kill Creature
			0.000000;//parameter1
			0.000000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter4  
		24;//effect number------------------------------Psy Blast
			66.000000;//parameter1
			1.000000;//parameter2
			2.000000;//parameter3
			0.000000;//parameter4
		24;//effect number------------------------------Psy Blast
			66.000000;//parameter1
			1.000000;//parameter2
			2.000000;//parameter3
			0.000000;//parameter4
		24;//effect number------------------------------Psy Blast
			66.000000;//parameter1
			1.000000;//parameter2
			2.000000;//parameter3
			0.000000;//parameter4
	end_fire_effects;
	begin_hit_effects;
	end_hit_effects;
Leech Tongue Attack;//name---------------------------------------
	68;//identifier
	41;//class
	bullet0.png;//bullet texture
		1;//bullets at one shot
		0;//stop at hit 0=stop where hit, 1=don't stop
		0.000000;//bullet size
		0.000000;//spread
		1.000000;//bullet speed
		525.000000;//time until bullet disappears
		10000;//fire rate
	0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
		2;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
		35;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
	static.wav;//hit effect sound
		0.000000;//push target back
		0.000000;//push shooter back
		none;//fire sound
		none;//hit sound
		0.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
	begin_wield_conditions;
	end_wield_conditions;
	begin_fire_effects;
		10;//effect number------------------------------Drop Flying Tongue
			44.000000;//parameter1
			1.000000;//parameter2
			-1.000000;//parameter3
			-1.000000;//parameter4  
	end_fire_effects;
	begin_hit_effects;
	end_hit_effects;
Leech Tongue Pull;//name---------------------------------------
	69;//identifier
	41;//class
	bullet0.png;//bullet texture
		1;//bullets at one shot
		0;//stop at hit 0=stop where hit, 1=don't stop
		0.000000;//bullet size
		0.100000;//spread
		1.000000;//bullet speed
		25.000000;//time until bullet disappears
		5;//fire rate
	0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
		2;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
		35;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
	static.wav;//hit effect sound
		-0.300000;//push target back
		0.000000;//push shooter back
		none;//fire sound
		none;//hit sound
		0.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
	begin_wield_conditions;
	end_wield_conditions;
	begin_fire_effects;
		31;//effect number------------------------------Kill Creature
			0.000000;//parameter1
			0.000000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter4  
	end_fire_effects;
	begin_hit_effects;
		1;//effect number------------------------------Prevent Creatures From Moving
			625.000000;//parameter1
			-1.000000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter4  
	end_hit_effects;
Leech Tongue Strong Pull;//name---------------------------------------
	70;//identifier
	41;//class
	bullet0.png;//bullet texture
		1;//bullets at one shot
		0;//stop at hit 0=stop where hit, 1=don't stop
		0.000000;//bullet size
		0.100000;//spread
		1.000000;//bullet speed
		25.000000;//time until bullet disappears
		5;//fire rate
	0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
		2;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
		35;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
	static.wav;//hit effect sound
		-0.600000;//push target back
		0.000000;//push shooter back
		none;//fire sound
		none;//hit sound
		0.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
	begin_wield_conditions;
	end_wield_conditions;
	begin_fire_effects;
		31;//effect number------------------------------Kill Creature
			0.000000;//parameter1
			0.000000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter4  
	end_fire_effects;
	begin_hit_effects;
		1;//effect number------------------------------Prevent Creatures From Moving
			1325.000000;//parameter1
			-1.000000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter4  
	end_hit_effects;
Leech Secondary Attack;//name---------------------------------------
	71;//identifier
	41;//class
	dart_small.png;//bullet texture
		1;//bullets at one shot
		0;//stop at hit 0=stop where hit, 1=don't stop
		1.000000;//bullet size
		0.100000;//spread
		1.000000;//bullet speed
		45.000000;//time until bullet disappears
		700;//fire rate
	0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
		2;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
		35;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
	static.wav;//hit effect sound
		-0.300000;//push target back
		0.000000;//push shooter back
		none;//fire sound
		none;//hit sound
		0.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
	begin_wield_conditions;
	end_wield_conditions;
	begin_fire_effects; 
	end_fire_effects;
	begin_hit_effects;
		4;//effect number------------------------------Damage Brute[10]
			-10.000000;//parameter1
			0.00000;//parameter2
			8.000000;//parameter3
			0.000000;//parameter4
		4;//effect number------------------------------Make Bleeding[6]
			6.000000;//parameter1
			0.00000;//parameter2
			16.000000;//parameter3
			0.000000;//parameter4
		63;//effect number------------------------------Damage Brute[1-5]
			-1.000000;//parameter1
			-5.00000;//parameter2
			8.000000;//parameter3
			1.000000;//parameter4
		4;//effect number------------------------------Damage NPCs[10]
			-10.000000;//parameter1
			0.00000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter4
		63;//effect number------------------------------Damage NPCs[1-5]
			-1.000000;//parameter1
			-5.00000;//parameter2
			0.000000;//parameter3
			1.000000;//parameter4
		53;//effect number------------------------------Damage Blood[4]
			-4.000000;//parameter1
			-1.00000;//parameter2
			15.000000;//parameter3
			1000.000000;//parameter4
		53;//effect number------------------------------Damage Toxin[8]
			-8.000000;//parameter1
			-1.00000;//parameter2
			10.000000;//parameter3
			1000.000000;//parameter4
		63;//effect number------------------------------Damage Conciousness[3-7]
			3.000000;//parameter1
			7.00000;//parameter2
			20.000000;//parameter3
			1.000000;//parameter4
		1;//effect number-----------------------Slow Down Creature
			2000.000000;//parameter1
			-1.000000;//parameter2
			0.100000;//parameter3
			0.000000;//parameter4
	end_hit_effects;
9mm Parabellum Pistol Bullet (Creature);//name---------------------------------------
  72;//identifier
  45;//class
  bullet0.png;//bullet texture
  1;//bullets at one shot
  0;//stop at hit 0=stop where hit, 1=don't stop
  0.700000;//bullet size
  0.020000;//spread
  4.000000;//bullet speed
  425.000000;//time until bullet disappears
  700;//fire rate
  2;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
  -1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
  0;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
  none;//hit effect sound
  0.400000;//push target back
  0.020000;//push shooter back
  ballistic.wav;//fire sound
  claws0_hit.wav;//hit sound
  1.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
  begin_wield_conditions;
     end_wield_conditions;
  begin_fire_effects;
1;//effect number-----------------------Make Muzzle Light
      2000.000000;//parameter1
      -1.000000;//parameter2
      0.050000;//parameter3
      0.000000;//parameter4
27;//effect number-----------------------Make Muzzle Light
      6.000000;//parameter1
      50.000000;//parameter2
      0.400000;//parameter3
      0.400000;//parameter4
     end_fire_effects;
  begin_hit_effects;
  4;//effect number-----------------------Blood Particles
      -20.000000;//parameter1
      1.00000;//parameter2
      21.000000;//parameter3
      0.000000;//parameter4
    63;//effect number-----------------------Add Knock-Out Effect [55-125]
      75.000000;//parameter1
      225.00000;//parameter2
      32.000000;//parameter3
      1.000000;//parameter4
63;//effect number-----------------------Damage NPCs [80 - 150]
      -80.000000;//parameter1
      -150.00000;//parameter2
      0.000000;//parameter3
      1.000000;//parameter4
		4;//effect number------------------------------Make Bleeding[25]
			25.000000;//parameter1
			0.00000;//parameter2
			16.000000;//parameter3
			0.000000;//parameter4
		63;//effect number------------------------------Make Bleeding[25-50]
			0.000000;//parameter1
			25.00000;//parameter2
			16.000000;//parameter3
			1.000000;//parameter4
53;//effect number------------------------------Add Knock-Out Effect [50]
      15.00000;//parameter1
      -1.00000;//parameter2
      32.000000;//parameter3
      15000.000000;//parameter4
  end_hit_effects;
Crusher claws (Push);//name---------------------------------------
  73;//identifier
  44;//class
  bullet0.png;//bullet texture
  60;//bullets at one shot
  0;//stop at hit 0=stop where hit, 1=don't stop
  1.000000;//bullet size
  6.400000;//spread
  1.000000;//bullet speed
  80.000000;//time until bullet disappears
  500;//fire rate
  0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
  -1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
  0;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
  none;//hit effect sound
  9.000000;//push target back
  0.000000;//push shooter back
shriekattack.wav;//fire sound
  knife.wav;//hit sound
  0.500000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
  begin_wield_conditions;
  end_wield_conditions;
  begin_fire_effects;
  end_fire_effects;
  begin_hit_effects;
    63;//effect number------------------------------Damage NPCs[23-47]
      -3.000000;//parameter1
      -7.00000;//parameter2
      0.000000;//parameter3
      1.000000;//parameter4
    63;//effect number------------------------------Damage Brute[23-47]
      -3.000000;//parameter1
      -7.00000;//parameter2
      8.000000;//parameter3
      1.000000;//parameter4
	 1;//effect number-----------------------Slow Down Creature
      4000.000000;//parameter1
      -1.000000;//parameter2
      0.800000;//parameter3
      0.000000;//parameter4
  end_hit_effects;
	end_of_file;
